Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Capacity (cl),Alcohol Percentage %,Price,Awards,Palate,Finish,Nose,Alcohol Percentage
Benromach Organic 2011 (bottled 2019),Benromach,Scotland,Benromach,Scotch Whisky,0.0,0.0,70,43,37.84,0,"Banana bread and coffee, with continued ginger heat. Layers of runny caramel as it develops.","Subtly peppery, with just a whisper of floral smoke lingering.","Toasty oak with warming hints of cinnamon and ginger, balanced by juicy apricot and white grape.","(70cl, 43%)"
Glen Scotia 30 Year Old,Glen Scotia,Scotland,Glen Scotia,Scotch Whisky,0.0,0.0,70,50,850.0,0,Soft silky entry with honeyed pear and candied lemon peel. The intensity ramps up with cinnamon and ground ginger spice leading into dark chocolate and espresso.,Long with roasted sugar sweetness and waves of warming cinnamon spice.,Thick perfumed floral notes of violet and lavender mix with bracing seaspray. There is freshly sliced green apple before a gentle spiciness of nutmeg and allspice.,"(70cl, 50.8%)"
Spicily Sweet Blended Malt - Sansibar,Sansibar,German,Sansibar,German Whisky,3.5,1.0,70,48,44.95,0,"Cinnamon and mango, joined by melted chocolate too.","Medium length, with notes of nutmeg and allspice.",Butter malt and fig jam. Slightly hint of resinous pine.,"(70cl, 48%)"
Kilchoman Loch Gorm 2017 Release,Kilchoman,Scotland,Kilchoman,Scotch Whisky,4.5,3.0,70,46,67.95,1,"Rich chocolate, cinnamon and cloves combined with peat smoke.",Long and full bodied with a balance of sweet smoke.,"Orange and lemon notes, rich smoky peat and cooked fruit.","(70cl, 46%)"
Highland Park 15 Year Old,Highland Park,Scotland,Highland Park,Scotch Whisky,4.0,6.0,70,40,74.95,0,"Smoke begins light and coastal, develops throughout with a hint of well-toasted malt. Sultanas and redcurrants sit beneath it.",Long-lasting smoky elements.,"Orange and lemon peels, joined by sea breeze and vanilla custard.","(70cl, 40%)"
anCnoc Peatheart - Batch 2,Knockdhu,Scotland,Knockdhu,Scotch Whisky,3.5,4.0,70,46,51.95,0,"The peat is a touch more subdued on the palate (though definitely still integral tot he flavour profile), making a little room for pineapple and runny caramel.",Bonfire embers and a hint of straw.,"Mango and mint leaf, swiftly followed by waft after waft of roasted meat and charred oak.","(70cl, 46%)"
Starward 10th Anniversary,Starward,Australian,Starward,Australian Whisky,4.5,2.0,70,52,79.8,0,"Sultana, more plum, dark chocolate, honey, clove and black pepper.","Strawberry and raspberry jam, malt loaf, lemon.","Bitter orange, cinder toffee, Black Forest gateau, stewed plum.","(70cl, 52%)"
Glen Moray Cider Cask Project,Glen Moray,Scotland,Glen Moray,Scotch Whisky,3.5,1.0,70,46,74.95,0,Incredibly light and fresh. Summer fruits accompanied by vanilla ice cream sprinkled with toasted oats.,"Smooth and satisfying. Caramelized apple laced with spice mixed perfectly with vanilla fudge, slowly melting on the tongue.",Reminiscent of a fairground. Toffee apple and candy floss.,"(70cl, 46.3%)"
Bladnoch Adela 15 Year Old,Bladnoch,Scotland,Bladnoch,Scotch Whisky,5.0,3.0,70,46,91.78,0,"Chocolatey and rich, with notes of strawberry, liquoirce and clove in tow.",Quite long and packed with Oloroso sweetness.,"Walnut and coffee cake, juicy cherries and a hint of lemongrass.","(70cl, 46.7%)"
Aberlour Casg Annamh Batch 4,Aberlour,Scotland,Aberlour,Scotch Whisky,4.0,13.0,70,48,46.9,0,"Flapjack with chocolate chips, honeyed cereals, ground nutmeg and cinnamon, a hint of red wine booziness.","Banana fritters, pancakes, sultanas and coffee.","Honey on toast, red liquorice, melted butter, dates and Brazil nuts.","(70cl, 48%)"
The Koshi-No Shinobu Pure Malt,Shinobu,Japan,Shinobu,Japanese Whisky,0.0,0.0,70,43,64.99,0,"Lemon curd and citrus peel lead into oak char, chai spices and floral oak.",Toasty oak and underripe red fruit linger.,"Stewed stone fruit and red berries, with creamy oak and mint white chocolate.","(70cl, 43%)"
Reference Series II.1,Reference Series,Scotland,Reference Series,Scotch Whisky,5.0,1.0,50,47,80.95,0,"Thick and heavier than II; less nimble. It's also as if the finish and palate have swapped during the Sherry finish too, with the full Black Forest gÃ¢teau notes developing on the palate with dark cocoa.",More chocolate alongside dark cherries and a slightly herbal edge.,"Instantly darker than II, more dried fruits and cocoa than those juicy fruits whilst golden syrup takes the place of some of the honey. More classic meaty Sherry character and less ethereal notes. Green wood and double cream are in support.","(50cl, 47.5%)"
Balblair 1989 3rd Release,Balblair,Scotland,Balblair,Scotch Whisky,5.0,4.0,70,46,74.95,2,"Soft and sweet, yet full and voluptuous towards the middle. There are cereal notes here and more vanilla oak.","Good length, with a creamy quality beneath the sweet, bourbon oak.",Vanilla and spicy oak abound with some intriguing spice and citrus notes.,"(70cl, 46%)"
Glen Grant 170th Anniversary Edition,Glen Grant,Scotland,Glen Grant,Scotch Whisky,4.5,1.0,70,46,108.7,0,The palate has rich Christmas cake notes with heaps of fruit and a little smoke.,The finish is strong and intense with notes of spice and raisins.,"Raisins, demerara sugar and a hint of peat smoke.","(70cl, 46%)"
Benromach 2000 Marsala Wood Finish,Benromach,Scotland,Benromach,Scotch Whisky,0.0,0.0,70,45,74.95,0,"Juicy texture, spicy cooked fruit. Malty.","Smoky, chewy toffee. Spicy, grapey. Whirls of smoke on the tail.","Full, peppery. Herbal and slightly earthen. Damp leaves?","(70cl, 45%)"
Amrut Two Continents 2nd Edition,Amrut,India,Amrut,Indian Whisky,4.5,1.0,70,50,74.95,0,"Vibrant and fruity, rich with malt, leather, cedar and toasted barley, a little almond and fruit.","Good length with notes of spice, nutmeg and cedar wood.","Fried banana, pine forest floor, butter toffee, rich oak, sultanas, fruit scones, over-ripe fruit and pepper.","(70cl, 50%)"
The Big Smoke 60 (Duncan Taylor),Duncan Taylor,Scotland,Duncan Taylor,Scotch Whisky,0.0,0.0,70,60,74.95,1,"Big, very big in fact, with intense spices, peach, apple, and big hit of oily, salty smoke.","Good length, it remains oily, with hints of Lapsang Souchong tea on the tea, and some burnt wood.","Sweet and creamy notes with notes of oily smoke, warm slabs of peat, and grist.","(70cl, 60%)"
Glenglassaugh 45 Year Old 1966,Glenglassaugh,Scotland,Glenglassaugh,Scotch Whisky,0.0,0.0,70,49,74.95,0,"Zesty and spicy with oodles of deep, dark sherry, toasted oak, potpourri and musty old oranges. Hints of port wine, a little cedar and nutmeg.","Very thick and fruity, with gripping oak and Oloroso, and black pepper on the tail.","Spicy and rich with notes of rancio, marmalade, granary toast, calves leather, cigar leaves, cedar, pine forest, truffle oil and rich, tangy prunes.","(70cl, 49.2%)"
Royal Brackla 12 Year Old,Brackla,Scotland,Brackla,Scotch Whisky,4.0,12.0,70,40,52.13,5,Pain au raisin. Pain au chocolat. Baking spices and gateau.,Milk chocolate dusting (not cocoa) and a hint of fizzy apple sweets.,"Florentines, Coco Pop cakes, slightly leafy, more ginger. A drop of water brings out more green apple and toasted almond.","(70cl, 40%)"
Royal Brackla 16 Year Old,Brackla,Scotland,Brackla,Scotch Whisky,3.5,8.0,70,40,79.8,5,"Spicy, caramelised apples and orchard fruit, vanilla and fresh black cherries.",Rich cocoa and baking spices.,"Ripe red apple at first before thick crÃ¨me brÃ»lÃ©e takes charge with apricot, custard and a little Buttercup cough syrup.","(70cl, 40%)"
Karuizawa 1985 Single Cask 7017,Karuizawa,Japan,Number One Drinks Company,Japanese Whisky,0.0,0.0,70,60,74.95,0,"Big on the deep, earthy savoury notes. Pine, heather roots, truffles, mushrooms, big sherry character. Peppermint.","Slightly short, chewy and tannic.","From the big, bold school of Japanese whisky, heavy on the sherry influence. Hint of the sulphur, though it really works here. Mixed nuts and dried dark fruits.","(70cl, 60.8%)"
Ardbeg Lord Robertson of Port Ellen,Ardbeg,Scotland,Ardbeg,Scotch Whisky,0.0,0.0,70,53,74.95,0,"Sooty and dark palate entry, with cocoa, marzipan, cedarwood and potpourri, a little cocoa butter and espresso with grappa.","Long, smoked and really intenseâ¦","Sweet and creamy nose with smoked almonds and butterscotch, sweet Normandy cider, a touch of nutmeg, clove and burnt sticking plasters, alongside a development of creosote that comes with time in the glass.","(70cl, 53%)"
Aberlour A'Bunadh Batch 45,Aberlour,Scotland,Aberlour,Scotch Whisky,4.5,21.0,70,60,74.95,4,"More raisins, ginger, prunes, macchiato and rich oak.","Allspice, cocoa, Corinth raisins, all lingering.","Terrific spicy sherry notes, orange rind, toasted raisins and cocoa.","(70cl, 60.2%)"
The GlenDronach Cask Strength - Batch 3,GlenDronach,Scotland,GlenDronach,Scotch Whisky,5.0,8.0,70,54,74.95,0,"Fresh barley notes, followed by sultanas, plums and citrus. Chocolatey at times too.","A lasting finish, influenced very well by the sherry casks.","Dried fruits, glazed with rich syrup and a sprinkle of cocoa. If that's not already a pudding, someone should make it because it smells amazing.","(70cl, 54.9%)"
Benromach 10 Year Old (Old Bottling),Benromach,Scotland,Benromach,Scotch Whisky,4.0,54.0,70,43,33.95,4,"Barley, slightly herbal, a little fruit, grassy. Big on malt, ground ginger.","Mouthwateringly bittersweet. Ginger, dry sherry, almost hoppy after a while.","Dry, barley, big on malt and oak. Dry pine, fruity. A tad spirity. Sweet spices after a time and a hint of puckering prune from the sherry cask and maple fudge.","(70cl, 43%)"
Port Askaig 30 Year Old,Port Askaig,Scotland,Port Askaig,Scotch Whisky,0.0,0.0,70,45,375.0,0,"Salted caramel brownie and brandy butter. Slowly reveals drying, spicy smoke, with a touch of roasting corn-on-the-cob smothered in butter much later on.","Sweet peat, black tea and chilli-coated peanuts.","Iodine, black pepper and aniseed up front. Sweet, fruitier notes of banana fritter, mango chutney and lemongrass are tucked away behind the peat.","(70cl, 45.8%)"
Glengoyne Cask Strength (Batch 2),Glengoyne,Scotland,Glengoyne,Scotch Whisky,0.0,0.0,70,58,74.95,0,"Treacle-like, sweet and thick. Sharp fruits with sugar syrup and more oaty biscuits.","A long, lasting finish.","Fresh strawberries and cream, crumbled digestive biscuits and a hint of oak spice.","(70cl, 58.9%)"
Glen Grant 16 Year Old,Glen Grant,Scotland,Glen Grant,Scotch Whisky,4.5,6.0,70,43,74.95,1,"Pear drops, vanilla ice cream and a subtle but sharp hint of kiwi.","Medium length, fresh but dry.","Warm pears and apples with a soft, creamy centre. Grassy notes too.","(70cl, 43%)"
anCnoc Black Hill Reserve,Knockdhu,Scotland,Knockdhu,Scotch Whisky,4.5,1.0,100,46,52.18,0,"Apple and orange stay at the fore, backed up by continued bourbon-cask vanillas and a touch of cooking spice.",Quite long and chocolatey.,"Lots of orchard fruit on the nose (something of a signature for anCnoc). Soon joined by sweet, creamy vanilla.","(100cl, 46%)"
Ardbeg 1998 Single Cask 1275,Ardbeg,Scotland,Ardbeg,Scotch Whisky,0.0,0.0,70,55,74.95,0,"Intense and rich, notes of bonfire toffee, smoked kippers, rhubarb and custard sweets, pine oil, orange blossom and lime zest.","A long, thick finish with foam banana sweets, hickory smoke and malt.","Aromatic and heavenly with notes of vanilla cream, cocoa butter, coffee, cloves, cigar humidors, candy floss and buttery toffee. A development of rich wood smoke and iodine appears after time in the glass.","(70cl, 55.4%)"
Auld Reekie 10 Year Old,Duncan Taylor,Scotland,Duncan Taylor,Scotch Whisky,5.0,2.0,70,46,74.95,0,"Peaty, cold wood ash, iodine, coastal,  black forest honey.","Long, oily and rich, lovely punchiness, winter spices.","Peat, custard, orchard fruits, limes, spices, coastal, iodine.","(70cl, 46%)"
Campbeltown Loch 30 Year Old,J and A Mitchell,Scotland,Springbank,Scotch Whisky,0.0,0.0,70,40,74.95,0,"Exceptionally put together. Rich and thick with buttery toffee, spices, apple peels and creamy vanilla.","Long, tingling, rich, creamy, malty.","A rich and warming nose. Plenty of caramel, butterscotch, orchard fruit, oak, vanilla, and blossom.","(70cl, 40%)"
Reference Series III.2,Reference Series,Scotland,Reference Series,Scotch Whisky,4.0,2.0,50,47,250.95,4,"Huge, fruity, slightly drying. Chocolate-covered raisins, dried apricot, meaty and slightly nutty with a mess of smoky dark cocoa.","Thick, smoky, oaky, chocolatey maltiness with subtle touches of fruit.","Ooh, hello. Chocolate and roasted malt (chocolate malt?), sweet, oily malt loaf and balancing salinity. Toffee brittle and creamy coffee beans.","(50cl, 47.5%)"
Ginger Treacle 1991 (Wemyss Malts),Glen Elgin,Scotland,Wemyss Malts,Scotch Whisky,0.0,0.0,70,46,74.95,0,"The palate suggests dried fruit including prunes, raisins and sultanas. There are more spices here too, including cardamom.",Fairly short and sweet with lasting jammy spice.,"Great toffee flavour, balanced by leather and shot through with spicy cloves. It fills out with jammy notes.","(70cl, 46%)"
Glen Scotia 10 Year Old,Glen Scotia,Scotland,Glen Scotia,Scotch Whisky,0.0,0.0,70,46,74.95,0,"The vanilla develops on the palate with lemon zest and hints of thick, sweet honey.",Quite a nutty finish.,"Golden barley, crunchy apples (can apples smell crunchy? I think they can) and soft vanilla.","(70cl, 46%)"
Tomatin CÃ¹ BÃ²can,Tomatin,Scotland,Tomatin,Scotch Whisky,3.5,7.0,70,46,34.75,1,"Smoke starts to seep through slowly, growing ever so slightly the longer it's on the tongue. Subtle sweet chillies pop up, as well as a nutty note or two.","Medium, with a final flash of the spectral smoke.","A springy citrus blend of oranges and grapefruits which leads into a fresh, floral bloom.","(70cl, 46%)"
Benromach 2000 Port Wood Finish,Benromach,Scotland,Benromach,Scotch Whisky,4.5,2.0,70,45,74.95,0,Thick palate entry with banana chips and aniseed. Cigar smoke and spice.,Long finish with toffee apples and cinnamon.,"Rich, sweet, spicy nose with peaches in syrup and tropical fruit. Hints of rum spice and a little smoke.","(70cl, 45%)"
Nikka Taketsuru 12 Year Old,Nikka,Japan,Nikka,Japanese Whisky,4.5,18.0,70,40,74.95,0,"Sweet and oily, apple cider, cinnamon sticks, buttery toffee, almond, salty butter, custard.","Good length, creamy, notes of digestive biscuit and rhubarb crumble.","Floral and balanced, with notes of plum jam, cut herbs, rhubarb pie, vanilla ice cream and cold coffee.","(70cl, 40%)"
Benriach 34 Year Old 1970,Benriach,Scotland,Benriach,Scotch Whisky,0.0,0.0,70,51,74.95,0,"Rich toffee. Deep, dark and quiet peat lurks in the murky depths. Winter spice and rum.","Dark, rich, gently peated.",". Sublime winter spices; cinnamon and cloves, rising with fruit and stem ginger. Hints of smoke.","(70cl, 51%)"
Glen Albyn 1976 (Gordon & MacPhail),Glen Albyn,Scotland,Gordon & MacPhail,Scotch Whisky,0.0,0.0,70,43,74.95,0,Warm nutmeg and cinnamon spice to begin with followed by sweet honey glazed nuts.,The finish is soft with delicate notes of spice and elegant fresh fruit woven in.,Rum-soaked raisins with notes of Seville orange zest and gooseberries.,"(70cl, 43%)"
Glenfarclas 1987 Single Oloroso Cask,Glenfarclas,Scotland,Glenfarclas,Scotch Whisky,0.0,0.0,70,46,74.95,0,"Toasty, barley, dark brown sugar, vanilla, buttery, apple crumble.","Long, spices, fruity, deep.","Musty, woody. Blossom, floral, honey. Fruit salad, sherry.","(70cl, 46%)"
Filey Bay Double Oak #1,Filey Bay,England,Filey Bay,English Whisky,0.0,0.0,70,46,66.95,0,"Soft, creamy malt with smooth vanilla, buttery oak, and notes of ripe banana. Delicate oaken spice develops, with toasty sawdust and grilled pineapple.","Things wrap up with yet more soft, creamy vanilla with hints of crumbly fudge, toffee popcorn, and fruit salad.","Buttered scones with jam and cream, a touch of grassy barley, pouring caramel.","(70cl, 46%)"
Wemyss Winter Spice 1982 (Teaninich),Teaninich,Scotland,Wemyss Malts,Scotch Whisky,0.0,0.0,70,44,74.95,0,"The palate is fresh and vibrant, which belies its age. A grassy, herbal note fades to reveal mint, sweet spice and cloved oranges.",Spiced marmalade notes fade slowly on the tongue.,"Very spicy, bursting with cinnamon, ginger and cloves, followed by revealing notes of sweet candied fruits and demerara sugar.","(70cl, 44.4%)"
